anime_id,title,title_english,title_japanese,image_url,episodes,release_data,end_data,duration,studio,tag,,,,,,,,,,,,,,,,,,,,,duration_min,,,,,,,,,,
,Vanquished Queens,,ヴァンキッシュド・クイーンズ,s Blade,Other,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,
,Kinnikuman: Kessen! Shichinin no Seigi Choujin vs. Uchuu Nobushi,,キン肉マン 決戦!7人の正義超人vs宇宙野武士,https://myanimelist.cdn-dena.com/images/anime/5/19112.jpg,1,1984-07-04,1984-07-04,1,Toei Animation,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,
,Netsuzou TRap,Netsuzou Trap -NTR-,捏造トラップ―NTR―,https://myanimelist.cdn-dena.com/images/anime/10/86667.jpg,12,2017-07-05,2017-09-20,9,Creators in Pack,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,
,Chou Yuu Sekai: Being the Reality,,超游世界 -BEING THE REALITY-,https://myanimelist.cdn-dena.com/images/anime/7/83712.jpg,20,2017-01-12,2017-06-08,13,"Asahi Production, Success Co.",,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,
,Saki,,咲-Saki-,https://myanimelist.cdn-dena.com/images/anime/12/73933.jpg,25,2009-04-06,2009-09-28,24,"Gonzo, Picture Magic",,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Deban Desu Yo! Onigirizu,,出番ですよ!オニギリズ,https://myanimelist.cdn-dena.com/images/anime/3/74321.jpg,6,2015-06-01,2015-10-31,5,Production Reed,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
,Pokemon: Pikachu to Eievui Friends,Pokemon: Eevee and Friends,ピカチュウとイーブイフレンズ,https://myanimelist.cdn-dena.com/images/anime/9/44900.jpg,1,2013-07-13,2013-07-13,21,OLM,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,
,All Alone With You,,All Alone With You,https://myanimelist.cdn-dena.com/images/anime/6/47703.jpg,1,2013-03-06,2013-03-06,5,8bit,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
,Uhou Renka,,雨芳恋歌,https://myanimelist.cdn-dena.com/images/anime/6/38809.jpg,2,2012-06-29,2012-11-30,30,PoRO,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Vandread: Taidou-hen,,ヴァンドレッド 胎動篇,https://myanimelist.cdn-dena.com/images/anime/10/75448.jpg,1,2001-01-21,2001-01-21,1,Gonzo,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,
,Nana to Kaoru,,ナナとカオル,https://myanimelist.cdn-dena.com/images/anime/5/27379.jpg,1,2011-03-29,2011-03-29,24,AIC Plus+,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Psycho-Pass Movie,Psycho-Pass: The Movie,劇場版 サイコパス,https://myanimelist.cdn-dena.com/images/anime/8/71793.jpg,1,2015-01-09,2015-01-09,1,Production I.G,,,,,,,,,,,,,,,,,,,,,,113.0,,,,,,,,,,
,Nar Doma Manner Movie,,ナルどマ マナームービー,https://myanimelist.cdn-dena.com/images/anime/13/77480.jpg,1,2015-11-01,2015-11-01,,Kachidoki Studio,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
,Wakakusa no Yon Shimai,Little Women,若草の四姉妹,https://myanimelist.cdn-dena.com/images/anime/12/80150.jpg,26,1981-04-07,1981-09-29,23,Toei Animation,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Toaru Kagaku no Railgun: Motto Marutto Railgun,,もっとまるっと超電磁砲,https://myanimelist.cdn-dena.com/images/anime/11/21780.jpg,2,2010-01-29,2010-05-28,8,J.C.Staff,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,
,PriPara Movie: Mi~nna Atsumare! Prism☆Tours,,劇場版プリパラ　み～んなあつまれ！プリズム☆ツアーズ,https://myanimelist.cdn-dena.com/images/anime/11/69615.jpg,1,2015-03-07,2015-03-07,1,Tatsunoko Production,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,
,Tachibanakan Triangle,Love to Lie Angle,立花館To Lieあんぐる,https://myanimelist.cdn-dena.com/images/anime/1436/91859.jpg,12,2018-04-04,None,3,"Creators in Pack, Studio Lings",,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
,World&#039,s End Umbrella,World&#039,WORLD&#039,https://myanimelist.cdn-dena.com/images/anime/3/87392.jpg,Airing,,,[],,,,,,,,,,,,,,,,,,,,,,Music,,,5.0,2010.0,,,,,,
,Himesama Gentei!,,姫様限定!,https://myanimelist.cdn-dena.com/images/anime/11/38805.jpg,2,2012-05-25,2012-10-26,30,PoRO,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Gokudou-kun Manyuuki,Gokudo,ゴクドーくん漫遊記,https://myanimelist.cdn-dena.com/images/anime/13/73523.jpg,26,1999-04-02,1999-09-24,23,Trans Arts,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,Chrono Crusade: Azmaria&#039,s Lessons,Chrno Crusade: Az no Hoshuu Jugyou,Manga,,,,"ADV Films, Funimation",,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,
,Diary,Diary,DIARY,https://myanimelist.cdn-dena.com/images/anime/4/87396.jpg,1,2015-07-23,2015-07-23,5,Minakata Laboratory,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
,High School DxD BorN,High School DxD BorN,ハイスクールD×D BorN,https://myanimelist.cdn-dena.com/images/anime/12/73642.jpg,12,2015-04-04,2015-06-20,24,TNK,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Dareka no Manazashi,Someone&#039,s Gaze,,Original,,,,,,,,,,,,,,,,,,,,,,,,,,"['""Sore de Ii yo  (それでいいよ)"" by Kazusa (和紗)']",,,,,,,,,,
,Shaman King,Shaman King,シャーマンキング,https://myanimelist.cdn-dena.com/images/anime/4/18990.jpg,64,2001-07-04,2002-09-25,23,Xebec,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Tistou Midori no Oyayubi,Tistou the Green Thumb,チスト　みどりのおやゆび,https://myanimelist.cdn-dena.com/images/anime/6/68841.jpg,1,1990-03-24,1990-03-24,1,Production I.G,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,
,JK Meshi!,JK-MESHI!,ＪＫめし！,https://myanimelist.cdn-dena.com/images/anime/4/76261.jpg,26,2015-10-06,2016-03-29,3,"Kyotoma, Office Nobu",,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
,Gegege no Kitarou (1985),,ゲゲゲの鬼太郎,https://myanimelist.cdn-dena.com/images/anime/11/27400.jpg,108,1985-10-12,1988-02-06,25,Toei Animation,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,One Piece: Episode of Alabasta - Prologue,,劇場版ワンピース エピソードオブアラバスタ,https://myanimelist.cdn-dena.com/images/anime/12/69239.jpg,1,2007-03-03,2007-03-03,15,Toei Animation,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,
,Papuwa,,パプワ,https://myanimelist.cdn-dena.com/images/anime/11/3061.jpg,26,2003-09-30,2004-03-30,25,Nippon Animation,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Nariyuki: Papakatsu Girls!! The Animation,,なりゆき→パパ活GIRLS!! THE ANIMATION,https://myanimelist.cdn-dena.com/images/anime/5/89132.jpg,0,2018-02-23,None,,T-Rex,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
,Hentai Ouji to Warawanai Neko.,"The ""Hentai"" Prince and the Stony Cat.",変態王子と笑わない猫。,https://myanimelist.cdn-dena.com/images/anime/3/75788.jpg,12,2013-04-13,2013-06-29,24,J.C.Staff,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Gakuen Babysitters,School Babysitters,学園ベビーシッターズ,https://myanimelist.cdn-dena.com/images/anime/8/89978.jpg,12,2018-01-07,2018-03-25,23,Brain&#039,,,,,,,,,,,,,,,,,,,,,,"['""Oshiete yo (おしえてョ)"" by Hyorotto Danshi (ひょろっと男子) (Koutarou Nishiyama & Yuuichirou Umehara)']",,,,,,,,,,
,Seikoujo: Haitoku no Biden Dorei,Dark Chapel,聖肛女～背徳の美臀奴隷～,https://myanimelist.cdn-dena.com/images/anime/9/16416.jpg,2,2006-04-25,2006-12-25,30,Studio Jam,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,Beyond the Boundary: Idol Trial!,きょうかいのかなた アイドル裁判！～迷いながらも君を裁く民～,https://myanimelist.cdn-dena.com/images/anime/6/64267.jpg,5,2013-11-18,2014-07-02,8,Kyoto Animation,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,
,Sakura Taisen,Sakura Wars,サクラ大戦,https://myanimelist.cdn-dena.com/images/anime/5/21512.jpg,25,2000-04-08,2000-09-23,20,Madhouse,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,
,gdMen,gdgd men&#039,s Party,Guda Men,Original,,,,,,,,,,,,,,,,,,,,,,,,,,"['""Duality"" by BB-voice']",,,,,,,,,,
,Ijime: Ikenie no Kyoushitsu,,いじめ 〜いけにえの教室〜,https://myanimelist.cdn-dena.com/images/anime/8/35317.jpg,1,2012-02-03,2012-02-03,14,SynergySP,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,
,Mobile Suit Gundam: Iron-Blooded Orphans,Mobile Suit Gundam: Iron-Blooded Orphans,機動戦士ガンダム 鉄血のオルフェンズ,https://myanimelist.cdn-dena.com/images/anime/6/75879.jpg,25,2015-10-04,2016-03-27,24,Sunrise,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Qin Shi Ming Yue: Zhu Zi Bai Jia,Qin&#039,s Moon: Hundred Schools of Thought,"Qín Shí Míng Yuè 3, The Legend of Swordsman 3, Qin&#039;s Moon 3, Qin Shi Ming Yue 3: Hundred Schools of Thought",Novel,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,
,Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna,Yu Yu Hakusho the Movie: Poltergeist Report,幽☆遊☆白書 冥界死闘篇 炎の絆,https://myanimelist.cdn-dena.com/images/anime/11/14592.jpg,1,1994-04-09,1994-04-09,1,Studio Pierrot,,,,,,,,,,,,,,,,,,,,,,94.0,,,,,,,,,,
,Uta no☆Prince-sama♪ Maji Love Revolutions,Uta no Prince Sama Revolutions,うたの☆プリンスさまっ♪マジLOVEレボリューションズ,https://myanimelist.cdn-dena.com/images/anime/2/73328.jpg,13,2015-04-05,2015-06-28,24,A-1 Pictures,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Queen Emeraldas,,クィーン・エメラルダス,https://myanimelist.cdn-dena.com/images/anime/10/21120.jpg,4,1998-06-05,1999-12-18,31,OLM,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,
,Mahou Shoujo Lyrical Nanoha,Magical Girl Lyrical Nanoha,魔法少女リリカルなのは,https://myanimelist.cdn-dena.com/images/anime/7/6770.jpg,13,2004-10-03,2004-12-26,25,Seven Arcs,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!,Pokemon Mystery Dungeon: Team Go-Getters Out of the Gate!,ポケモン不思議のダンジョン 出動ポケモン救助隊ガンバルズ！,https://myanimelist.cdn-dena.com/images/anime/6/3993.jpg,1,2006-09-08,2006-09-08,20,OLM,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,
,Norasco,,野良スコ,https://myanimelist.cdn-dena.com/images/anime/10/74573.jpg,0,2013-10-11,None,2,Kachidoki Studio,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
,Blood-C: The Last Dark,Blood-C: The Last Dark,劇場版 ブラッドシー ザ ラスト ダーク,https://myanimelist.cdn-dena.com/images/anime/9/34495.jpg,1,2012-06-02,2012-06-02,1,Production I.G,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,
,Ikoku Meiro no Croisée The Animation,Croisée in a Foreign Labyrinth The Animation,異国迷路のクロワーゼ The Animation,https://myanimelist.cdn-dena.com/images/anime/6/74051.jpg,12,2011-07-04,2011-09-19,23,Satelight,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Hadashi no Gen 2,Barefoot Gen 2,はだしのゲン　２,https://myanimelist.cdn-dena.com/images/anime/1/1825.jpg,1,1986-06-14,1986-06-14,1,Madhouse,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,
,Kyoushoku Soukou Guyver (2005),,強殖装甲ガイバー,https://myanimelist.cdn-dena.com/images/anime/6/3697.jpg,26,2005-08-06,2006-02-18,23,OLM,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Sekai Seifuku: Bouryaku no Zvezda,World Conquest Zvezda Plot,世界征服～謀略のズヴィズダー～,https://myanimelist.cdn-dena.com/images/anime/2/56133.jpg,12,2014-01-12,2014-03-30,24,A-1 Pictures,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Ikkitousen: Dragon Destiny,Ikkitousen: Dragon Destiny,一騎当千 Dragon Destiny,https://myanimelist.cdn-dena.com/images/anime/6/85202.jpg,12,2007-02-26,2007-05-14,24,Arms,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Saber Marionette J,Saber Marionette J,セイバーマリオネットJ,https://myanimelist.cdn-dena.com/images/anime/11/20964.jpg,25,1996-10-01,1997-03-25,25,Studio Junio,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,
,Starry☆Sky,,スタ☆スカ,https://myanimelist.cdn-dena.com/images/anime/7/27459.jpg,26,2010-12-23,2011-06-16,11,Studio Deen,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,
,Aria The Avvenire,,ARIA The AVVENIRE,https://myanimelist.cdn-dena.com/images/anime/10/74338.jpg,3,2015-09-26,2015-09-26,21,TYO Animations,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,
,Berserk Recap,,ベルセルク 第1期ダイジェスト映像,https://myanimelist.cdn-dena.com/images/anime/9/84535.jpg,1,2017-03-03,2017-03-03,24,"Millepensee, GEMBA",,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Trinity Seven Movie: Eternity Library to Alchemic Girl,Trinity Seven: Eternity Library & Alchemic Girl,劇場版 トリニティセブン －悠久図書館〈エターニティライブラリー〉と錬金術少女〈アルケミックガール〉－,https://myanimelist.cdn-dena.com/images/anime/6/83172.jpg,1,2017-02-25,2017-02-25,55,Seven Arcs Pictures,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,
,Kuroshitsuji Movie: Book of the Atlantic,Black Butler: Book of the Atlantic,劇場版 黒執事 Book of the Atlantic,https://myanimelist.cdn-dena.com/images/anime/9/85792.jpg,1,2017-01-21,2017-01-21,1,A-1 Pictures,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,
,Dies Irae: Reimei,Dies irae: The Dawning Days,Dies irae (0) 黎明,https://myanimelist.cdn-dena.com/images/anime/9/88229.jpg,1,2017-10-07,2017-10-07,23,A.C.G.T.,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Rozen Maiden: Träumend,Rozen Maiden: Träumend,ローゼンメイデン ~ トロイメント,https://myanimelist.cdn-dena.com/images/anime/4/10242.jpg,12,2005-10-21,2006-01-27,24,Nomad,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Mirai e no Kakehashi: Bridge for Future,,未来へのかけ橋～Bridge for future～,https://myanimelist.cdn-dena.com/images/anime/6/77430.jpg,6,2015-10-01,2016-08-01,30,Fukushima Gainax,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,
,Freedom,Freedom,FREEDOM,https://myanimelist.cdn-dena.com/images/anime/4/50511.jpg,7,2006-11-24,2008-05-23,27,Sunrise,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,
,Saki Zenkoku-hen,Saki: The Nationals,咲-Saki-全国編,https://myanimelist.cdn-dena.com/images/anime/12/57979.jpg,13,2014-01-06,2014-04-07,24,Studio Gokumi,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,The SoulTaker: Tamashii-gari - Komugi Daisakusen,,The SoulTaker 〜魂狩〜 小麦大作戦,https://myanimelist.cdn-dena.com/images/anime/7/6871.jpg,3,None,,4,Tatsunoko Production,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
,Gugure! Kokkuri-san Specials,,繰繰れ！コックリさん,https://myanimelist.cdn-dena.com/images/anime/4/67735.jpg,11,2014-12-24,2015-05-27,3,TMS Entertainment,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
,Miboujin: Numeriau Nikuyoku to Midara ni Nureru Mitsusubo,Widow,未亡人～ぬめり合う肉欲と淫らに濡れる蜜壺～,https://myanimelist.cdn-dena.com/images/anime/13/41553.jpg,2,2004-06-25,2004-10-25,30,Studio Jam,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,NieA Under 7,,ニア アンダーセブン,https://myanimelist.cdn-dena.com/images/anime/8/18922.jpg,13,2000-04-26,2000-07-19,23,Triangle Staff,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Otokonoko ♂ Delivery,,オトコのコ♂デリバリー,https://myanimelist.cdn-dena.com/images/anime/10/83613.jpg,1,2016-12-31,2016-12-31,18,Studio Zealot,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,
,Soukou Kihei Votoms: Gen-ei Hen,Armored Trooper Votoms: Phantom Arc,装甲騎兵ボトムズ 幻影篇,https://myanimelist.cdn-dena.com/images/anime/12/19559.jpg,6,2010-03-26,2010-10-27,24,Sunrise,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,,ようこそ実力至上主義の教室へ,https://myanimelist.cdn-dena.com/images/anime/13/74160.jpg,1,2015-05-22,2015-05-22,30,Lerche,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,
,Sora no Otoshimono Final: Eternal My Master,,そらのおとしものＦｉｎａｌ永遠の私の鳥籠［エターナルマイマスター］,https://myanimelist.cdn-dena.com/images/anime/3/58059.jpg,1,2014-04-26,2014-04-26,49,Production IMS,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,
,Aishen Qiaokeli-ing... 2nd Season,,爱神巧克力ING... 2期,https://myanimelist.cdn-dena.com/images/anime/5/89258.jpg,15,2017-12-21,2018-04-05,19,G.CMay Animation &amp,,,,,,,,,,,,,,,,,,,,,,"['""Huakai Shijie (花开时节)"" by Wu Jiaying']",,,,,,,,,,
,Overlord: Ple Ple Pleiades,,オーバーロード　ぷれぷれぷれあです,https://myanimelist.cdn-dena.com/images/anime/9/74787.jpg,8,2015-09-25,2016-02-24,3,Studio PuYUKAI,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
,Sougen no Ko Tenguri,,草原の子テングリ,https://myanimelist.cdn-dena.com/images/anime/8/32231.jpg,1,None,,21,Shin-Ei Animation,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,
,Getsuyoubi no Tawawa,,月曜日のたわわ,https://myanimelist.cdn-dena.com/images/anime/13/83576.jpg,12,2016-10-10,2016-12-26,4,Pine Jam,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
,Mushishi Zoku Shou,MUSHI-SHI -Next Passage-,蟲師 続章,https://myanimelist.cdn-dena.com/images/anime/13/58533.jpg,10,2014-04-05,2014-06-21,24,Artland,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,,ドラゴンボールＺ: 外伝・サイヤ人絶滅計画,https://myanimelist.cdn-dena.com/images/anime/11/28845.jpg,2,1993-07-23,1993-07-23,30,Toei Animation,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,
,Tripod Baby,,TRIPOD BABY,https://myanimelist.cdn-dena.com/images/anime/3/88896.jpg,1,None,,3,pH Studio,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,
,Kafun Shoujo Chuuihou! The Animation,,花粉少女注意報！～THE ANIMATION～,https://myanimelist.cdn-dena.com/images/anime/11/7572.jpg,4,2008-03-28,2012-06-29,29,T-Rex,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,
,Selector Infected WIXOSS: Midoriko-san to Piruruku-tan,,selector infected WIXOSS 『緑子さんとピルルクたん』,https://myanimelist.cdn-dena.com/images/anime/10/67027.jpg,3,2014-08-27,2014-12-19,5,J.C.Staff,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
,Tenshi no Tamago,Angel&#039,s Egg,,Original,,,,Anchor Bay Films,,,,,,,,,,,,,,,,,,,,,,"['""Prelude"" by Yoshihiro Kanno']",,,,,,,,,,
,Biohazard: Damnation,,バイオハザード ダムネーション,https://myanimelist.cdn-dena.com/images/anime/8/42299.jpg,1,2012-09-15,2012-09-15,1,Digital Frontier,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,
,Shigurui,Shigurui: Death Frenzy,シグルイ,https://myanimelist.cdn-dena.com/images/anime/10/10282.jpg,12,2007-07-19,2007-10-11,23,Madhouse,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?,,映画 フレッシュプリキュア！おもちゃの国は秘密がいっぱい！？,https://myanimelist.cdn-dena.com/images/anime/11/28480.jpg,1,2009-10-31,2009-10-31,1,Toei Animation,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,
,Tanaka-kun wa Kyou mo Kedaruge,,田中くんは今日もけだるげ,https://myanimelist.cdn-dena.com/images/anime/3/79178.jpg,35,2016-04-07,2016-07-01,30,Silver Link.,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,
,"Maoyuu Maou Yuusha: Kono Monogatari wa, Daniku dake Dewanai no ja!",,まおゆう魔王勇者 この物語は、駄肉だけではないのじゃ！,https://myanimelist.cdn-dena.com/images/anime/2/47281.jpg,1,2013-03-09,2013-03-09,23,Arms,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,One Piece Film: Z,One Piece Film Z,ワンピース　フィルム　﻿Ｚ,https://myanimelist.cdn-dena.com/images/anime/6/44297.jpg,1,2012-12-15,2012-12-15,1,Toei Animation,,,,,,,,,,,,,,,,,,,,,,107.0,,,,,,,,,,
,Otaku no Video,,おたくのビデオ, Video,Other,,,,AnimEigo,,,,,,,,,,,,,,,,,,,,,,"['""Otaku no Miyoimichi"" by Toshiharu Sakurai and Kikuko Inoue']",,,,,,,,,,
,Motto To LOVE-Ru,Motto To LOVE Ru,もっと To LOVEる -とらぶる-,https://myanimelist.cdn-dena.com/images/anime/4/59875.jpg,12,2010-10-06,2010-12-22,24,Xebec,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Sukitte Ii na yo.: Mei and Marshmallow,"Say ""I Love You"".: Mei and Marshmallow Meow",好きっていいなよ。,https://myanimelist.cdn-dena.com/images/anime/7/46551.jpg,10,2012-12-26,2013-05-22,1,Zexcs,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
,Hello!! Kiniro Mosaic,Hello!! KINMOZA!,ハロー!!きんいろモザイク,https://myanimelist.cdn-dena.com/images/anime/6/73641.jpg,12,2015-04-06,2015-06-22,23,Studio Gokumi,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! Special,,お兄ちゃんのことなんかぜんぜん好きじゃないんだからねっ!!,https://myanimelist.cdn-dena.com/images/anime/11/50539.jpg,1,2011-07-13,2011-07-13,23,Zexcs,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Shingeki! Kyojin Chuugakkou,Attack on Titan: Junior High,進撃！巨人中学校,https://myanimelist.cdn-dena.com/images/anime/3/75467.jpg,12,2015-10-04,2015-12-20,17,Production I.G,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,
,Detective Conan Movie 10: Requiem of the Detectives,,名探偵コナン　探偵たちの鎮魂歌[レクイエム],https://myanimelist.cdn-dena.com/images/anime/7/2715.jpg,1,2006-04-15,2006-04-15,1,TMS Entertainment,,,,,,,,,,,,,,,,,,,,,,111.0,,,,,,,,,,
,Akikan!: Kan Ippatsu!? Onsen Panic,Akikan! OVA,アキカン! カン一発!?温泉パニック,https://myanimelist.cdn-dena.com/images/anime/10/17646.jpg,1,2009-10-23,2009-10-23,23,Brain&#039,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,
,Scary,,SCARY,https://myanimelist.cdn-dena.com/images/anime/9/88897.jpg,1,None,,4,pH Studio,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,
,Hina Logi: From Luck & Logic,Hina Logic – from Luck & Logic,ひなろじ～from Luck & Logic～,https://myanimelist.cdn-dena.com/images/anime/11/86576.jpg,12,2017-07-01,2017-09-23,23,Doga Kobo,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,High School DxD Hero: Taiikukan-ura no Holy,,ハイスクールD×D HERO体育館裏のホーリー,https://myanimelist.cdn-dena.com/images/anime/1879/91882.jpg,1,2018-04-10,2018-04-10,24,Passione,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
,Mobile Suit Gundam: The Origin,Mobile Suit Gundam: The Origin,機動戦士ガンダムTHE ORIGIN,https://myanimelist.cdn-dena.com/images/anime/4/72702.jpg,6,2015-04-24,2018-05-05,1,Sunrise,,,,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,
,Kaleido Star,Kaleido Star,カレイドスター,https://myanimelist.cdn-dena.com/images/anime/3/75487.jpg,51,2003-04-03,2004-03-27,23,"Gonzo, Production I.G",,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Yuru Yuri San☆Hai!,,ゆるゆり さん☆ハイ！,https://myanimelist.cdn-dena.com/images/anime/7/76667.jpg,12,2015-10-06,2015-12-22,23,TYO Animations,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Tales of Eternia The Animation,Tales of Eternia,テイルズ オブ エターニア THE ANIMATION,https://myanimelist.cdn-dena.com/images/anime/11/42089.jpg,13,2001-01-08,2001-03-26,22,"Production I.G, Xebec",,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,
,Kitakubu Katsudou Kiroku: Miniature Theater,,帰宅部活動記録 ちび劇場,https://myanimelist.cdn-dena.com/images/anime/5/60367.jpg,6,2013-10-23,2013-12-18,2,Nomad,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
,Shin Megami Tensei Devil Children,,真・女神転生 デビチル,https://myanimelist.cdn-dena.com/images/anime/13/75416.jpg,50,2000-10-07,2001-09-29,23,Actas,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,
,Diamond no Ace: Second Season OVA,,ダイヤのA[エース]～Second Season OAD～,https://myanimelist.cdn-dena.com/images/anime/12/83218.jpg,2,2016-08-15,2016-10-17,24,"Production I.G, Madhouse",,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
